# LOINC codes gated by their CLASS — generated, do not hand-edit.
#
# <LOINC_NUM>  TAB  <CLASS>
#
# DERIVATION.  From `loinc_axis.csv` inside the shipped bundle
# (loinc-2.82+2026.08.28-af2524b7a285), selecting CLASS matching:
#
#     ^(RAD|OB\.US|DENTAL|CELLMARK|NIH\.)
#
# Regenerate with `python -m scripts.gen_class_gate`.
#
# WHY A CLASS GATE, ON TOP OF `loinc_skip.txt` AND THE AXIS RULE.
# `engine._axis_gated` rejects a candidate on PROPERTY/SCALE/SYSTEM, which
# catches a code that is the wrong KIND of thing. It cannot catch a code that
# is a perfectly ordinary measurement from a DISCIPLINE a printed lab report
# never contains. Two measured wrong answers were exactly that:
#
#     癌胚抗原 / carcinoembryonic antigen -> 17188-4  CLASS=CELLMARK
#         *CD66e cells/cells in Blood* — the flow-cytometry cell-surface
#         marker, not the serum tumour marker 2039-6 (CLASS=CHEM). Only the
#         abbreviation `CEA` reached the right one.
#     骨量 -> 34019-0  CLASS=DENTAL
#         a bone volume measured in a tooth space.
#
# `RAD` alone is 7039 codes and is the single largest block of
# reachable rows that cannot appear as a row on a lab report.
#
# WHAT IS DELIBERATELY NOT GATED, and it is the same lesson as `^Patient`:
# consumer and wearable metrics live in classes that look "not lab".
#   H&P.HX    sleep duration 93832-4, deep sleep 93831-6
#   EKG.MEAS  heart-rate variability 76643-6
#   CLIN      step count 41950-7, HRV SDNN 112429-6
#   BDYWGT.*  body bone mass 101685-6, percentage of body fat 41982-0
# A first attempt gated H&P.* and EKG.* and lost all five.
#
# MEASURED: 217 terms from `test_engine_coverage.py`'s CASES and
# QUALITATIVE_READINGS, zero collateral damage. Blocks 10045 of
# 97314 codes (10.3%).
#
# The right long-term home for this is `loinc_skip.txt` INSIDE the bundle,
# regenerated by `scripts/vocabulary_build.py` at the next bundle build; it
# lives here because that rebuild needs the LOINC source release.
#
# CLASS breakdown: RAD=7039, CELLMARK=1544, OB.US=776, NIH.COGNITIVE=333, DENTAL=304, NIH.MOTOR=48, NIH.SENSORY=1
100225-2	RAD
100349-0	RAD
100369-8	RAD
100430-8	CELLMARK
100431-6	CELLMARK
100432-4	CELLMARK
100433-2	CELLMARK
100655-0	RAD
100760-8	RAD
100852-3	RAD
100853-1	RAD
100875-4	OB.US
100876-2	OB.US
100879-6	RAD
100880-4	RAD
100881-2	RAD
100882-0	RAD
100883-8	RAD
100884-6	RAD
100991-9	CELLMARK
100992-7	CELLMARK
100993-5	CELLMARK
101117-0	CELLMARK
101118-8	CELLMARK
101119-6	CELLMARK
101147-7	CELLMARK
101148-5	CELLMARK
101301-0	RAD
101582-5	RAD
101682-3	CELLMARK
101804-3	RAD
101805-0	RAD
102030-4	CELLMARK
102031-2	CELLMARK
103156-6	CELLMARK
103157-4	CELLMARK
103158-2	CELLMARK
103159-0	CELLMARK
103160-8	CELLMARK
103161-6	CELLMARK
103203-6	CELLMARK
103228-3	RAD
103229-1	RAD
103230-9	RAD
103231-7	RAD
103232-5	RAD
103233-3	RAD
103234-1	RAD
103235-8	RAD
103236-6	RAD
103237-4	RAD
103238-2	RAD
103239-0	RAD
103240-8	RAD
103241-6	RAD
103242-4	RAD
103243-2	RAD
103244-0	RAD
103245-7	RAD
103246-5	RAD
103247-3	RAD
103248-1	RAD
103249-9	RAD
103250-7	RAD
103251-5	RAD
103252-3	RAD
103253-1	RAD
103254-9	RAD
103255-6	RAD
103256-4	RAD
103257-2	RAD
103258-0	RAD
103259-8	RAD
103260-6	RAD
103261-4	RAD
103262-2	RAD
103263-0	RAD
103264-8	RAD
103265-5	RAD
103266-3	RAD
103267-1	RAD
103268-9	RAD
103269-7	RAD
103270-5	RAD
103271-3	RAD
103272-1	RAD
103273-9	RAD
103274-7	RAD
103275-4	RAD
103276-2	RAD
103277-0	RAD
103278-8	RAD
103279-6	RAD
103280-4	RAD
103281-2	RAD
103282-0	RAD
103283-8	RAD
103284-6	RAD
103285-3	RAD
103286-1	RAD
103287-9	RAD
103288-7	RAD
103289-5	RAD
103290-3	RAD
103291-1	RAD
103292-9	RAD
