# Chinese patient language -> ICPC-3 S component. OUR writing, Apache-2.0.
#
# NOT a translation of ICPC-3. The classification is CC BY-ND and a translated
# term list would be a derivative work we may not publish. Every left-hand
# side here is a phrase a person types into a symptom log; the right-hand side
# is our judgement about which code it points at. Display names stay in
# ICPC-3's English, which is why there is no third column holding a Chinese
# term. See res/icpc3_s_component.NOTICE.
#
# Two sentinels instead of a code:
#   !too-broad   names a family, not a complaint. Never answered.
#   !ambiguous   names two complaints. A person can say which; we cannot.
#
# Matching is exact over translate.fold.name_key, so write the surface as a
# person types it and add one row per spelling. No suffix stripping, no
# substring search: 肚子疼 and 肚子痛 are two rows on purpose.
surface	code	note
# ── A: general ────────────────────────────────────────────────────────────
发烧	AS03
发热	AS03
低烧	AS03
高烧	AS03
体温高	AS03
畏寒	AS02
寒战	AS02
打寒战	AS02
发冷	AS02
怕冷	AS02
乏力	AS04
疲劳	AS04
疲倦	AS04
疲乏	AS04
没力气	AS04
没劲	AS04
浑身没劲	AS04
全身乏力	AS04
倦怠	AS04
虚弱	AS04
慢性疲劳综合征	AS05.00
身体不适	AS06
浑身难受	AS06
不舒服	AS06
晕倒	AS07
昏倒	AS07
晕厥	AS07
虚脱	AS07
浮肿	AS09
水肿	AS09
全身水肿	AS09
多汗	AS10
出汗多	AS10
爱出汗	AS10
盗汗	AS10.01
夜间出汗	AS10.01
局部多汗	AS10.00
胸痛	AS12	general chest pain; KS01 is pain attributed to the heart, LS04 the chest wall
胸口痛	AS12
胸口疼	AS12
摔倒	AS14
跌倒	AS14
休克	AS52
昏迷	AS53
手脚冰凉	AS99.00
血糖高	AS50.00
血糖偏高	AS50.00
# ── B: blood ──────────────────────────────────────────────────────────────
淋巴结肿大	BS01
淋巴肿大	BS01
脾大	BS50
脾肿大	BS50
血沉快	BS52
血沉增高	BS52
# ── D: digestive ──────────────────────────────────────────────────────────
肚子疼	DS01
肚子痛	DS01
腹痛	DS01
腹部疼痛	DS01
肚子不舒服	DS01
胃疼	DS02	ICPC-3 files the literal "stomach ache" under DS02, epigastric
胃痛	DS02
上腹痛	DS02
心窝疼	DS02
胃胀	DS02
烧心	DS03
反酸	DS03
胃灼热	DS03
肛门疼	DS04
肛门痛	DS04
排便疼	DS04
肛门痒	DS05
消化不良	DS07
腹胀	DS08
胀气	DS08
嗳气	DS08	打嗝 alone is ambiguous; 嗳气 is the belch
放屁多	DS08
恶心	DS09
想吐	DS09
呕吐	DS10
吐了	DS10
干呕	DS10
腹泻	DS11
拉肚子	DS11
大便稀	DS11
水样便	DS11
便秘	DS12
大便干燥	DS12
排便困难	DS12
黄疸	DS13
皮肤发黄	DS13
眼白发黄	DS13
呕血	DS14
吐血	DS14
黑便	DS15
柏油样便	DS15
便血	DS16
大便带血	DS16
大便失禁	DS17
大便性状改变	DS18
牙疼	DS19
牙痛	DS19
牙龈出血	DS19
磨牙	DS19
口腔溃疡	DS20
口疮	DS20
嘴唇干裂	DS20
